,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
4557,"Electrical Engineering: Sensing, Powering and Controlling",https://www.futurelearn.com/courses/electrical-engineering,Get a taste of an electrical engineering degree. Build your confidence in communicating ideas and using technical vocabulary.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,"Electrical Engineering: Sensing, Powering and Controlling",https://www.futurelearn.com/courses/electrical-engineering,Get a taste of an electrical engineering degree. Build your confidence in communicating ideas and using technical vocabulary.,3 hours,,,,,,,,
4558,So You Want to Study Life Science?,https://www.futurelearn.com/courses/so-you-want-to-study-life-science,Explore the exciting subjects within life sciences and the rewarding careers that studying life sciences at university lead to.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,So You Want to Study Life Science?,https://www.futurelearn.com/courses/so-you-want-to-study-life-science,Explore the exciting subjects within life sciences and the rewarding careers that studying life sciences at university lead to.,2 hours,,,,,,,,
4559,Why Biology Matters: The Genome and You,https://www.futurelearn.com/courses/biology-genome-and-you,"Learn what a genome is and use this information to answer questions about biology, yourself, and the world around you.",,,,,,,,,,5 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Why Biology Matters: The Genome and You,https://www.futurelearn.com/courses/biology-genome-and-you,"Learn what a genome is and use this information to answer questions about biology, yourself, and the world around you.",2 hours,,,,,,,,
4560,Liver Disease: Looking after Your Liver,https://www.futurelearn.com/courses/liver-disease,"Learn about how your liver works, ways to look after it and how liver damage is caused, studied and treated around the world.",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Liver Disease: Looking after Your Liver,https://www.futurelearn.com/courses/liver-disease,"Learn about how your liver works, ways to look after it and how liver damage is caused, studied and treated around the world.",3 hours,,,,,,,,
4561,Critical Thinking at University: An Introduction,https://www.futurelearn.com/courses/critical-thinking-at-university,Critical thinking is a vital skill for university study whatever your discipline. Prepare for university now.,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Critical Thinking at University: An Introduction,https://www.futurelearn.com/courses/critical-thinking-at-university,Critical thinking is a vital skill for university study whatever your discipline. Prepare for university now.,4 hours,,,,,,,,
4562,Interdisciplinary Learning: Working Across Disciplines,https://www.futurelearn.com/courses/interdisciplinary-learning-working-across-disciplines,Thinking of doing an interdisciplinary degree? Learn how to study and work in an interdisciplinary environment.,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Interdisciplinary Learning: Working Across Disciplines,https://www.futurelearn.com/courses/interdisciplinary-learning-working-across-disciplines,Thinking of doing an interdisciplinary degree? Learn how to study and work in an interdisciplinary environment.,4 hours,,,,,,,,
4563,Introduction to Research Ethics: Working with People,https://www.futurelearn.com/courses/research-ethics-an-introduction,Find out how to conduct ethical research when working with people by studying this online course for university students.,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Introduction to Research Ethics: Working with People,https://www.futurelearn.com/courses/research-ethics-an-introduction,Find out how to conduct ethical research when working with people by studying this online course for university students.,4 hours,,,,,,,,
4564,Learning Online: Communicating and Collaborating,https://www.futurelearn.com/courses/learning-and-collaborating,Become an effective online learner and develop your online communication skills when working with others.,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Learning Online: Communicating and Collaborating,https://www.futurelearn.com/courses/learning-and-collaborating,Become an effective online learner and develop your online communication skills when working with others.,2 hours,,,,,,,,
4565,Learning Online: Managing Your Online Identity,https://www.futurelearn.com/courses/online-identity,Reflect on how you want to present yourself online and take positive steps towards these goals.,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Learning Online: Managing Your Online Identity,https://www.futurelearn.com/courses/online-identity,Reflect on how you want to present yourself online and take positive steps towards these goals.,2 hours,,,,,,,,
4566,Learning Online: Researching Your Project,https://www.futurelearn.com/courses/searching-and-researching,Improve your online research skills and your ability to critically analyse sources of information.,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Learning Online: Researching Your Project,https://www.futurelearn.com/courses/searching-and-researching,Improve your online research skills and your ability to critically analyse sources of information.,2 hours,,,,,,,,
4567,Learning Online: Studying and Reflecting,https://www.futurelearn.com/courses/reflecting-and-sharing,Get the most out of online learning by reflecting and sharing your learning with others.,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Learning Online: Studying and Reflecting,https://www.futurelearn.com/courses/reflecting-and-sharing,Get the most out of online learning by reflecting and sharing your learning with others.,2 hours,,,,,,,,
4568,Listening Skills to Succeed at University,https://www.futurelearn.com/courses/listening-skills-to-succeed-at-university,Improve your listening skills and learn practical strategies for effective listening at university. ,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Listening Skills to Succeed at University,https://www.futurelearn.com/courses/listening-skills-to-succeed-at-university,Improve your listening skills and learn practical strategies for effective listening at university. ,4 hours,,,,,,,,
4569,Preparing to Learn Online at University,https://www.futurelearn.com/courses/preparing-to-learn-online-at-university,Need advice on how to study online? Discover study techniques and skills for learning online as part of your university studies.,,,,,,,,,,3 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Preparing to Learn Online at University,https://www.futurelearn.com/courses/preparing-to-learn-online-at-university,Need advice on how to study online? Discover study techniques and skills for learning online as part of your university studies.,2 hours,,,,,,,,
4570,Skills to Succeed at University,https://www.futurelearn.com/courses/skills-to-succeed-at-university,Prepare for university and master academic skills that are essential for undergraduates studying in the UK.,,,,,,,,,,2 weeks,Future Learn,,95 Courses,,,,,,,,,,,,,,,3 ExpertTracks,Learn flexibly online /Buy a course upgrade or subscribe to Unlimited for extra benefits /Boost your career /,Skills to Succeed at University,https://www.futurelearn.com/courses/skills-to-succeed-at-university,Prepare for university and master academic skills that are essential for undergraduates studying in the UK.,2 hours,,,,,,,,
